Species,Total_Occurrences,VCM_Occurrences,Non_VCM_Occurrences,Percent_in_VCM,VCM_Frequency,Non_VCM_Frequency,Frequency_Ratio,p_value,Preference,adjusted_p_value,significant,VCM_Preference_Strength,abs_preference
species_Lilium parvum,381,5,376,1.3123359580052494,0.35335689045936397,5.48824989052693,0.06438425682279528,4.696342298960979e-24,non-VCM,8.766505624727161e-23,True,-15.80598003522001,15.80598003522001
species_Chamaenerion angustifolium,388,5,383,1.2886597938144329,0.35335689045936397,5.590424755510145,0.06320752105840999,1.3580327738451616e-24,non-VCM,3.041993413413162e-23,True,-15.829656199410827,15.829656199410827
species_Ceanothus velutinus,157,2,155,1.2738853503184715,0.1413427561837456,2.262443438914027,0.06247349823321555,1.7589890119627046e-10,non-VCM,8.383266780417997e-10,True,-15.844430642906788,15.844430642906788
species_Bistorta bistortoides,79,1,78,1.2658227848101267,0.0706713780918728,1.1385199240986716,0.06207302709069494,1.4561700147957833e-05,non-VCM,3.136366185713995e-05,True,-15.852493208415133,15.852493208415133
species_Arctostaphylos nevadensis,163,2,161,1.2269938650306749,0.1413427561837456,2.350021894613925,0.06014529333011435,4.8743276971697876e-11,non-VCM,2.6630473272342256e-10,True,-15.891322128194584,15.891322128194584
species_Anaphalis margaritacea,83,1,82,1.2048192771084338,0.0706713780918728,1.196905561231937,0.059045074549685425,5.9808882868486566e-06,non-VCM,1.3955406002646866e-05,True,-15.913496716116825,15.913496716116825
species_Marmota flaviventris,83,1,82,1.2048192771084338,0.0706713780918728,1.196905561231937,0.059045074549685425,5.9808882868486566e-06,non-VCM,1.3955406002646866e-05,True,-15.913496716116825,15.913496716116825
species_Hackelia mundula,88,1,87,1.1363636363636365,0.0706713780918728,1.2698876076485184,0.05565167946062305,2.6345245761670562e-06,non-VCM,6.630713540015962e-06,True,-15.981952356861623,15.981952356861623
species_Viola pinetorum,89,1,88,1.1235955056179776,0.0706713780918728,1.2844840169318348,0.055019274012206874,1.6547123425095654e-06,non-VCM,4.412566246692175e-06,True,-15.994720487607282,15.994720487607282
species_Pyrola picta,274,3,271,1.094890510948905,0.21201413427561835,3.9556269157787183,0.053598111952850976,2.1000657579880948e-18,non-VCM,2.352073648946666e-17,True,-16.023425482276355,16.023425482276355
species_Wyethia mollis,287,3,284,1.0452961672473868,0.21201413427561835,4.145380236461831,0.051144677250783845,2.6711393896905877e-19,non-VCM,3.3240845738371756e-18,True,-16.073019825977873,16.073019825977873
species_Dendragapus fuliginosus,98,1,97,1.0204081632653061,0.0706713780918728,1.4158517004816815,0.04991439291829077,5.168524315027731e-07,non-VCM,1.4471868082077648e-06,True,-16.097907829959954,16.097907829959954
species_Collinsia torreyi,99,1,98,1.0101010101010102,0.0706713780918728,1.4304481097649977,0.04940506237830822,3.104163329311508e-07,non-VCM,9.396386294132133e-07,True,-16.10821498312425,16.10821498312425
species_Erythranthe primuloides,99,1,98,1.0101010101010102,0.0706713780918728,1.4304481097649977,0.04940506237830822,3.104163329311508e-07,non-VCM,9.396386294132133e-07,True,-16.10821498312425,16.10821498312425
species_Pellaea bridgesii,100,1,99,1.0,0.0706713780918728,1.445044519048314,0.04890602134418389,3.2832838623701776e-07,non-VCM,9.806074468945599e-07,True,-16.11831599322526,16.11831599322526
species_Ipomopsis aggregata,208,2,206,0.9615384615384616,0.1413427561837456,3.0068603123631585,0.04700675837936122,1.7677972556561197e-14,non-VCM,1.4142378045248957e-13,True,-16.1567775316868,16.1567775316868
species_Senecio integerrimus,105,1,104,0.9523809523809524,0.0706713780918728,1.5180265654648957,0.0465547703180212,1.4543965275017385e-07,non-VCM,4.654068888005563e-07,True,-16.165935040844307,16.165935040844307
species_Cirsium andersonii,249,2,247,0.8032128514056224,0.1413427561837456,3.6053130929791273,0.039204017109912594,1.5003015562221552e-17,non-VCM,1.4002814524740117e-16,True,-16.315103141819638,16.315103141819638
species_Castilleja miniata,126,1,125,0.7936507936507936,0.0706713780918728,1.824551160414538,0.038733568904593646,3.214286219039759e-09,non-VCM,1.3584907793677472e-08,True,-16.324665199574465,16.324665199574465
species_Veratrum californicum,443,3,440,0.6772009029345373,0.21201413427561835,6.422420084659174,0.03301156440732412,1.5540989549530408e-31,non-VCM,4.9731166558497305e-30,True,-16.441115090290722,16.441115090290722
species_Erythronium purpurascens,49,0,49,0.0,0.0,0.7152240548824988,0.0,0.00017990822185602108,non-VCM,0.0003173184385492025,True,-17.11831599322526,17.11831599322526
species_Valeriana californica,73,0,73,0.0,0.0,1.0655378776820903,0.0,2.3350198217357408e-06,non-VCM,5.943686818963704e-06,True,-17.11831599322526,17.11831599322526
species_Viola macloskeyi,114,0,114,0.0,0.0,1.6639906582980586,0.0,8.524833565091339e-10,non-VCM,3.897066772613184e-09,True,-17.11831599322526,17.11831599322526
species_Angelica capitellata,129,0,129,0.0,0.0,1.882936797547803,0.0,6.758750902970972e-11,non-VCM,3.4408186415124946e-10,True,-17.11831599322526,17.11831599322526
species_Trifolium longipes,72,0,72,0.0,0.0,1.050941468398774,0.0,2.204955000380735e-06,non-VCM,5.677125518221662e-06,True,-17.11831599322526,17.11831599322526
species_Polemonium occidentale,47,0,47,0.0,0.0,0.6860312363158663,0.0,0.0002848112851279158,non-VCM,0.00048331612021706923,True,-17.11831599322526,17.11831599322526
species_Lonicera conjugialis,131,0,131,0.0,0.0,1.9121296161144357,0.0,4.2328196144594367e-11,non-VCM,2.3703789840972846e-10,True,-17.11831599322526,17.11831599322526
species_Spiraea splendens,244,0,244,0.0,0.0,3.5615238651291783,0.0,2.2919486528573497e-20,non-VCM,3.20872811400029e-19,True,-17.11831599322526,17.11831599322526
species_Erythranthe erubescens,164,0,164,0.0,0.0,2.393811122463874,0.0,5.885492612273081e-14,non-VCM,4.2527430488682905e-13,True,-17.11831599322526,17.11831599322526
species_Navarretia leptalea,127,0,127,0.0,0.0,1.8537439789811705,0.0,6.215029139615363e-11,non-VCM,3.237596575055445e-10,True,-17.11831599322526,17.11831599322526
species_Sidalcea oregana,70,0,70,0.0,0.0,1.0217486498321413,0.0,3.456165446984125e-06,non-VCM,8.507484177191692e-06,True,-17.11831599322526,17.11831599322526
species_Senecio triangularis,109,0,109,0.0,0.0,1.591008611881477,0.0,2.0225824573237986e-09,non-VCM,8.883499420402567e-09,True,-17.11831599322526,17.11831599322526
species_Sedum obtusatum,94,0,94,0.0,0.0,1.3720624726317325,0.0,4.5937135701547835e-08,non-VCM,1.6077997495541743e-07,True,-17.11831599322526,17.11831599322526
species_Paeonia brownii,106,0,106,0.0,0.0,1.5472193840315283,0.0,5.409985333367659e-09,non-VCM,2.1260293239900977e-08,True,-17.11831599322526,17.11831599322526
species_Caltha leptosepala,44,0,44,0.0,0.0,0.6422420084659174,0.0,0.00042970034345418565,non-VCM,0.0006974846154618665,True,-17.11831599322526,17.11831599322526
species_Phacelia hydrophylloides,97,0,97,0.0,0.0,1.4158517004816815,0.0,1.7938574531041962e-08,non-VCM,6.697067824922333e-08,True,-17.11831599322526,17.11831599322526
species_Chlosyne hoffmanni,85,0,85,0.0,0.0,1.240694789081886,0.0,2.7221628069205635e-07,non-VCM,8.468950954863974e-07,True,-17.11831599322526,17.11831599322526
species_Phyllodoce breweri,62,0,62,0.0,0.0,0.904977375565611,0.0,1.2712135195861633e-05,non-VCM,2.7916845920323588e-05,True,-17.11831599322526,17.11831599322526
species_Aconitum columbianum,127,0,127,0.0,0.0,1.8537439789811705,0.0,6.215029139615363e-11,non-VCM,3.237596575055445e-10,True,-17.11831599322526,17.11831599322526
species_Polemonium californicum,58,0,58,0.0,0.0,0.8465917384323457,0.0,3.0617594094530456e-05,non-VCM,6.123518818906091e-05,True,-17.11831599322526,17.11831599322526
