Species,IndVal,Specificity,Fidelity,P-value,Z-score
Lilium kelleyanum,13.002773925104023,0.7281553398058253,0.17857142857142858,3.1e-02,1.0788297011330554
Leptosiphon ciliatus,11.96075596230395,0.7591093117408907,0.15756302521008403,1.8e-02,0.6957178619359734
Aquilegia formosa,11.693980515431356,0.732412463861227,0.15966386554621848,2.4e-02,0.5976343012367497
Sceloporus graciosus,10.303030303030301,0.6181818181818182,0.16666666666666666,4.3e-02,0.08623285411334475
